ibge7,ibge6,nome,uf,slug,n_ubs
5107206,510720,Rio Branco,MT,rio_branco,2
1200401,120040,Rio Branco,AC,rio_branco,133
4122172,412217,Rio Branco do Ivaí,PR,rio_branco_do_ivai,4
4122206,412220,Rio Branco do Sul,PR,rio_branco_do_sul,11
5007208,500720,Rio Brilhante,MS,rio_brilhante,18
3154903,315490,Rio Casca,MG,rio_casca,8
3304409,330440,Rio Claro,RJ,rio_claro,12
3543907,354390,Rio Claro,SP,rio_claro,25
1100262,110026,Rio Crespo,RO,rio_crespo,8
1718659,171865,Rio da Conceição,TO,rio_da_conceicao,1
4214409,421440,Rio das Antas,SC,rio_das_antas,2
3304508,330450,Rio das Flores,RJ,rio_das_flores,12
3304524,330452,Rio das Ostras,RJ,rio_das_ostras,14
3544004,354400,Rio das Pedras,SP,rio_das_pedras,5
2926707,292670,Rio de Contas,BA,rio_de_contas,18
3304557,330455,Rio de Janeiro,RJ,rio_de_janeiro,385
2926806,292680,Rio do Antônio,BA,rio_do_antonio,9
4214508,421450,Rio do Campo,SC,rio_do_campo,4
2408953,240895,Rio do Fogo,RN,rio_do_fogo,8
4214607,421460,Rio do Oeste,SC,rio_do_oeste,4
2926905,292690,Rio do Pires,BA,rio_do_pires,8
3155108,315510,Rio do Prado,MG,rio_do_prado,4
4214805,421480,Rio do Sul,SC,rio_do_sul,28
3155009,315500,Rio Doce,MG,rio_doce,3
1718709,171870,Rio dos Bois,TO,rio_dos_bois,2
4214706,421470,Rio dos Cedros,SC,rio_dos_cedros,4
4315552,431555,Rio dos Índios,RS,rio_dos_indios,1
3155207,315520,Rio Espera,MG,rio_espera,3
2611903,261190,Rio Formoso,PE,rio_formoso,12
4214904,421490,Rio Fortuna,SC,rio_fortuna,1
4315602,431560,Rio Grande,RS,rio_grande,39
3544103,354410,Rio Grande da Serra,SP,rio_grande_da_serra,8
2209005,220900,Rio Grande do Piauí,PI,rio_grande_do_piaui,5
2707701,270770,Rio Largo,AL,rio_largo,26
3155306,315530,Rio Manso,MG,rio_manso,3
1506161,150616,Rio Maria,PA,rio_maria,10
4215000,421500,Rio Negrinho,SC,rio_negrinho,16
5007307,500730,Rio Negro,MS,rio_negro,5
4122305,412230,Rio Negro,PR,rio_negro,12
3155405,315540,Rio Novo,MG,rio_novo,4
3204401,320440,Rio Novo do Sul,ES,rio_novo_do_sul,8
3155504,315550,Rio Paranaíba,MG,rio_paranaiba,12
4315701,431570,Rio Pardo,RS,rio_pardo,14
3155603,315560,Rio Pardo de Minas,MG,rio_pardo_de_minas,18
3155702,315570,Rio Piracicaba,MG,rio_piracicaba,9
3155801,315580,Rio Pomba,MG,rio_pomba,7
3155900,315590,Rio Preto,MG,rio_preto,5
1303569,130356,Rio Preto da Eva,AM,rio_preto_da_eva,18
5218789,521878,Rio Quente,GO,rio_quente,1
2927002,292700,Rio Real,BA,rio_real,16
4215059,421505,Rio Rufino,SC,rio_rufino,2
1718758,171875,Rio Sono,TO,rio_sono,6
2512903,251290,Rio Tinto,PB,rio_tinto,9
5218805,521880,Rio Verde,GO,rio_verde,47
5007406,500740,Rio Verde de Mato Grosso,MS,rio_verde_de_mato_grosso,12
3156007,315600,Rio Vermelho,MG,rio_vermelho,5
3544202,354420,Riolândia,SP,riolandia,6
4315750,431575,Riozinho,RS,riozinho,1
4215075,421507,Riqueza,SC,riqueza,2
3156106,315610,Ritápolis,MG,ritapolis,4
3543501,354350,Riversul,SP,riversul,2
4315800,431580,Roca Sales,RS,roca_sales,3
5007505,500750,Rochedo,MS,rochedo,2
3156205,315620,Rochedo de Minas,MG,rochedo_de_minas,1
4215109,421510,Rodeio,SC,rodeio,8
4315909,431590,Rodeio Bonito,RS,rodeio_bonito,3
3156304,315630,Rodeiro,MG,rodeiro,4
2927101,292710,Rodelas,BA,rodelas,14
2411007,241100,Rodolfo Fernandes,RN,rodolfo_fernandes,3
1200427,120042,Rodrigues Alves,AC,rodrigues_alves,9
4315958,431595,Rolador,RS,rolador,8
4122404,412240,Rolândia,PR,rolandia,11
4316006,431600,Rolante,RS,rolante,11
1100288,110028,Rolim de Moura,RO,rolim_de_moura,17
3156403,315640,Romaria,MG,romaria,1
4215208,421520,Romelândia,SC,romelandia,1
4122503,412250,Roncador,PR,roncador,3
4316105,431610,Ronda Alta,RS,ronda_alta,4
4316204,431620,Rondinha,RS,rondinha,3
5107578,510757,Rondolândia,MT,rondolandia,3
4122602,412260,Rondon,PR,rondon,5
1506187,150618,Rondon do Pará,PA,rondon_do_para,16
5107602,510760,Rondonópolis,MT,rondonopolis,71
4316303,431630,Roque Gonzales,RS,roque_gonzales,10
1400472,140047,Rorainópolis,RR,rorainopolis,14
3544251,354425,Rosana,SP,rosana,10
2109601,210960,Rosário,MA,rosario,20
3156452,315645,Rosário da Limeira,MG,rosario_da_limeira,2
2806107,280610,Rosário do Catete,SE,rosario_do_catete,5
4122651,412265,Rosário do Ivaí,PR,rosario_do_ivai,6
4316402,431640,Rosário do Sul,RS,rosario_do_sul,14
5107701,510770,Rosário Oeste,MT,rosario_oeste,8
3544301,354430,Roseira,SP,roseira,4
2707800,270780,Roteiro,AL,roteiro,4
3156502,315650,Rubelita,MG,rubelita,6
3544400,354440,Rubiácea,SP,rubiacea,2
5218904,521890,Rubiataba,GO,rubiataba,14
3156601,315660,Rubim,MG,rubim,5
3544509,354450,Rubinéia,SP,rubineia,2
1506195,150619,Rurópolis,PA,ruropolis,13
2311801,231180,Russas,CE,russas,31
2411106,241110,Ruy Barbosa,RN,ruy_barbosa,8
2927200,292720,Ruy Barbosa,BA,ruy_barbosa,19
3156700,315670,Sabará,MG,sabara,23
4122701,412270,Sabáudia,PR,sabaudia,4
3544608,354460,Sabino,SP,sabino,3
3156809,315680,Sabinópolis,MG,sabinopolis,7
2311900,231190,Saboeiro,CE,saboeiro,7
3156908,315690,Sacramento,MG,sacramento,10
4316428,431642,Sagrada Família,RS,sagrada_familia,3
3544707,354470,Sagres,SP,sagres,1
2612000,261200,Sairé,PE,saire,10
4316436,431643,Saldanha Marinho,RS,saldanha_marinho,1
3544806,354480,Sales,SP,sales,3
3544905,354490,Sales Oliveira,SP,sales_oliveira,5
3545001,354500,Salesópolis,SP,salesopolis,2
4215307,421530,Salete,SC,salete,7
2612109,261210,Salgadinho,PE,salgadinho,9
2513000,251300,Salgadinho,PB,salgadinho,7
2806206,280620,Salgado,SE,salgado,22
2513109,251310,Salgado de São Félix,PB,salgado_de_sao_felix,11
4122800,412280,Salgado Filho,PR,salgado_filho,4
2612208,261220,Salgueiro,PE,salgueiro,27
3157005,315700,Salinas,MG,salinas,13
2927309,292730,Salinas da Margarida,BA,salinas_da_margarida,6
1506203,150620,Salinópolis,PA,salinopolis,20
2311959,231195,Salitre,CE,salitre,15
3545100,354510,Salmourão,SP,salmourao,3
2612307,261230,Saloá,PE,saloa,11
3545159,354515,Saltinho,SP,saltinho,2
4215356,421535,Saltinho,SC,saltinho,1
3545209,354520,Salto,SP,salto,13
3157104,315710,Salto da Divisa,MG,salto_da_divisa,3
3545308,354530,Salto de Pirapora,SP,salto_de_pirapora,12
5107750,510775,Salto do Céu,MT,salto_do_ceu,4
4122909,412290,Salto do Itararé,PR,salto_do_itarare,3
4316451,431645,Salto do Jacuí,RS,salto_do_jacui,7
4123006,412300,Salto do Lontra,PR,salto_do_lontra,11
3545407,354540,Salto Grande,SP,salto_grande,3
4215406,421540,Salto Veloso,SC,salto_veloso,2
2927408,292740,Salvador,BA,salvador,178
4316477,431647,Salvador das Missões,RS,salvador_das_missoes,1
4316501,431650,Salvador do Sul,RS,salvador_do_sul,6
1506302,150630,Salvaterra,PA,salvaterra,16
2109700,210970,Sambaíba,MA,sambaiba,5
1718808,171880,Sampaio,TO,sampaio,2
4316600,431660,Sananduva,RS,sananduva,5
5219001,521900,Sanclerlândia,GO,sanclerlandia,5
1718840,171884,Sandolândia,TO,sandolandia,1
3545506,354550,Sandovalina,SP,sandovalina,2
4215455,421545,Sangão,SC,sangao,8
2612406,261240,Sanharó,PE,sanharo,14
3545605,354560,Santa Adélia,SP,santa_adelia,8
3545704,354570,Santa Albertina,SP,santa_albertina,2
4123105,412310,Santa Amélia,PR,santa_amelia,1
3157203,315720,Santa Bárbara,MG,santa_barbara,13
2927507,292750,Santa Bárbara,BA,santa_barbara,12
5219100,521910,Santa Bárbara de Goiás,GO,santa_barbara_de_goias,2
3157252,315725,Santa Bárbara do Leste,MG,santa_barbara_do_leste,2
3157278,315727,Santa Bárbara do Monte Verde,MG,santa_barbara_do_monte_verde,5
1506351,150635,Santa Bárbara do Pará,PA,santa_barbara_do_para,13
4316709,431670,Santa Bárbara do Sul,RS,santa_barbara_do_sul,6
3157302,315730,Santa Bárbara do Tugúrio,MG,santa_barbara_do_tugurio,2
3545803,354580,Santa Bárbara d'Oeste,SP,santa_barbara_d_oeste,19
3546009,354600,Santa Branca,SP,santa_branca,9
2927606,292760,Santa Brígida,BA,santa_brigida,12
5107248,510724,Santa Carmem,MT,santa_carmem,4
4215505,421550,Santa Cecília,SC,santa_cecilia,13
2513158,251315,Santa Cecília,PB,santa_cecilia,5
4123204,412320,Santa Cecília do Pavão,PR,santa_cecilia_do_pavao,3
4316733,431673,Santa Cecília do Sul,RS,santa_cecilia_do_sul,1
4316758,431675,Santa Clara do Sul,RS,santa_clara_do_sul,2
3546108,354610,Santa Clara d'Oeste,SP,santa_clara_d_oeste,1
2513208,251320,Santa Cruz,PB,santa_cruz,3
2411205,241120,Santa Cruz,RN,santa_cruz,12
2612455,261245,Santa Cruz,PE,santa_cruz,7
2927705,292770,Santa Cruz Cabrália,BA,santa_cruz_cabralia,15
2612471,261247,Santa Cruz da Baixa Verde,PE,santa_cruz_da_baixa_verde,6
3546207,354620,Santa Cruz da Conceição,SP,santa_cruz_da_conceicao,3
3546256,354625,Santa Cruz da Esperança,SP,santa_cruz_da_esperanca,2
2927804,292780,Santa Cruz da Vitória,BA,santa_cruz_da_vitoria,3
3546306,354630,Santa Cruz das Palmeiras,SP,santa_cruz_das_palmeiras,6
5219209,521920,Santa Cruz de Goiás,GO,santa_cruz_de_goias,2
3157336,315733,Santa Cruz de Minas,MG,santa_cruz_de_minas,4
4123303,412330,Santa Cruz de Monte Castelo,PR,santa_cruz_de_monte_castelo,6
3157377,315737,Santa Cruz de Salinas,MG,santa_cruz_de_salinas,2
1506401,150640,Santa Cruz do Arari,PA,santa_cruz_do_arari,4
2612505,261250,Santa Cruz do Capibaribe,PE,santa_cruz_do_capibaribe,31
3157401,315740,Santa Cruz do Escalvado,MG,santa_cruz_do_escalvado,6
2209104,220910,Santa Cruz do Piauí,PI,santa_cruz_do_piaui,5
3546405,354640,Santa Cruz do Rio Pardo,SP,santa_cruz_do_rio_pardo,11
4316808,431680,Santa Cruz do Sul,RS,santa_cruz_do_sul,46
5107743,510774,Santa Cruz do Xingu,MT,santa_cruz_do_xingu,1
2209153,220915,Santa Cruz dos Milagres,PI,santa_cruz_dos_milagres,4
3157500,315750,Santa Efigênia de Minas,MG,santa_efigenia_de_minas,3
3546504,354650,Santa Ernestina,SP,santa_ernestina,1
4123402,412340,Santa Fé,PR,santa_fe,3
5219258,521925,Santa Fé de Goiás,GO,santa_fe_de_goias,2
3157609,315760,Santa Fé de Minas,MG,santa_fe_de_minas,3
1718865,171886,Santa Fé do Araguaia,TO,santa_fe_do_araguaia,3
3546603,354660,Santa Fé do Sul,SP,santa_fe_do_sul,9
2209203,220920,Santa Filomena,PI,santa_filomena,3
2612554,261255,Santa Filomena,PE,santa_filomena,8
2109759,210975,Santa Filomena do Maranhão,MA,santa_filomena_do_maranhao,3
3546702,354670,Santa Gertrudes,SP,santa_gertrudes,5
4123501,412350,Santa Helena,PR,santa_helena,10
4215554,421555,Santa Helena,SC,santa_helena,1
2109809,210980,Santa Helena,MA,santa_helena,26
2513307,251330,Santa Helena,PB,santa_helena,5
5219308,521930,Santa Helena de Goiás,GO,santa_helena_de_goias,11
3157658,315765,Santa Helena de Minas,MG,santa_helena_de_minas,4
4123600,412360,Santa Inês,PR,santa_ines,2
2513356,251335,Santa Inês,PB,santa_ines,2
2109908,210990,Santa Inês,MA,santa_ines,26
2927903,292790,Santa Inês,BA,santa_ines,8
3546801,354680,Santa Isabel,SP,santa_isabel,13
5219357,521935,Santa Isabel,GO,santa_isabel,2
4123709,412370,Santa Isabel do Ivaí,PR,santa_isabel_do_ivai,3
1303601,130360,Santa Isabel do Rio Negro,AM,santa_isabel_do_rio_negro,6
4123808,412380,Santa Izabel do Oeste,PR,santa_izabel_do_oeste,7
1506500,150650,Santa Izabel do Pará,PA,santa_izabel_do_para,35
3157708,315770,Santa Juliana,MG,santa_juliana,5
3204500,320450,Santa Leopoldina,ES,santa_leopoldina,7
4123824,412382,Santa Lúcia,PR,santa_lucia,3
3546900,354690,Santa Lúcia,SP,santa_lucia,2
2209302,220930,Santa Luz,PI,santa_luz,8
2513406,251340,Santa Luzia,PB,santa_luzia,9
2110005,211000,Santa Luzia,MA,santa_luzia,27
3157807,315780,Santa Luzia,MG,santa_luzia,32
2928059,292805,Santa Luzia,BA,santa_luzia,7
2806305,280630,Santa Luzia do Itanhy,SE,santa_luzia_do_itanhy,10
2707909,270790,Santa Luzia do Norte,AL,santa_luzia_do_norte,5
1506559,150655,Santa Luzia do Pará,PA,santa_luzia_do_para,14
2110039,211003,Santa Luzia do Paruá,MA,santa_luzia_do_parua,10
1100296,110029,Santa Luzia D'Oeste,RO,santa_luzia_d_oeste,6
3157906,315790,Santa Margarida,MG,santa_margarida,7
4316972,431697,Santa Margarida do Sul,RS,santa_margarida_do_sul,2
4316907,431690,Santa Maria,RS,santa_maria,43
2409332,240933,Santa Maria,RN,santa_maria,6
2612604,261260,Santa Maria da Boa Vista,PE,santa_maria_da_boa_vista,21
3547007,354700,Santa Maria da Serra,SP,santa_maria_da_serra,2
2928109,292810,Santa Maria da Vitória,BA,santa_maria_da_vitoria,16
1506583,150658,Santa Maria das Barreiras,PA,santa_maria_das_barreiras,12
3158003,315800,Santa Maria de Itabira,MG,santa_maria_de_itabira,3
3204559,320455,Santa Maria de Jetibá,ES,santa_maria_de_jetiba,18
2612703,261270,Santa Maria do Cambucá,PE,santa_maria_do_cambuca,8
4316956,431695,Santa Maria do Herval,RS,santa_maria_do_herval,2
4123857,412385,Santa Maria do Oeste,PR,santa_maria_do_oeste,6
1506609,150660,Santa Maria do Pará,PA,santa_maria_do_para,14
3158102,315810,Santa Maria do Salto,MG,santa_maria_do_salto,3
3158201,315820,Santa Maria do Suaçuí,MG,santa_maria_do_suacui,7
1718881,171888,Santa Maria do Tocantins,TO,santa_maria_do_tocantins,1
3304607,330460,Santa Maria Madalena,RJ,santa_maria_madalena,13
4123907,412390,Santa Mariana,PR,santa_mariana,5
3547106,354710,Santa Mercedes,SP,santa_mercedes,3
4123956,412395,Santa Mônica,PR,santa_monica,2
2312205,231220,Santa Quitéria,CE,santa_quiteria,14
2110104,211010,Santa Quitéria do Maranhão,MA,santa_quiteria_do_maranhao,15
2110203,211020,Santa Rita,MA,santa_rita,29
2513703,251370,Santa Rita,PB,santa_rita,49
3159209,315920,Santa Rita de Caldas,MG,santa_rita_de_caldas,4
2928406,292840,Santa Rita de Cássia,BA,santa_rita_de_cassia,10
3159407,315940,Santa Rita de Ibitipoca,MG,santa_rita_de_ibitipoca,3
3159308,315930,Santa Rita de Jacutinga,MG,santa_rita_de_jacutinga,3
3159357,315935,Santa Rita de Minas,MG,santa_rita_de_minas,4
5219407,521940,Santa Rita do Araguaia,GO,santa_rita_do_araguaia,2
3159506,315950,Santa Rita do Itueto,MG,santa_rita_do_itueto,8
5219456,521945,Santa Rita do Novo Destino,GO,santa_rita_do_novo_destino,4
5007554,500755,Santa Rita do Pardo,MS,santa_rita_do_pardo,4
3547502,354750,Santa Rita do Passa Quatro,SP,santa_rita_do_passa_quatro,6
3159605,315960,Santa Rita do Sapucaí,MG,santa_rita_do_sapucai,13
1718899,171889,Santa Rita do Tocantins,TO,santa_rita_do_tocantins,2
5107768,510776,Santa Rita do Trivelato,MT,santa_rita_do_trivelato,4
3547403,354740,Santa Rita d'Oeste,SP,santa_rita_d_oeste,1
4317202,431720,Santa Rosa,RS,santa_rosa,24
3159704,315970,Santa Rosa da Serra,MG,santa_rosa_da_serra,2
5219506,521950,Santa Rosa de Goiás,GO,santa_rosa_de_goias,1
4215604,421560,Santa Rosa de Lima,SC,santa_rosa_de_lima,1
2806503,280650,Santa Rosa de Lima,SE,santa_rosa_de_lima,4
3547601,354760,Santa Rosa de Viterbo,SP,santa_rosa_de_viterbo,7
2209377,220937,Santa Rosa do Piauí,PI,santa_rosa_do_piaui,4
1200435,120043,Santa Rosa do Purus,AC,santa_rosa_do_purus,3
4215653,421565,Santa Rosa do Sul,SC,santa_rosa_do_sul,9
1718907,171890,Santa Rosa do Tocantins,TO,santa_rosa_do_tocantins,3
3547650,354765,Santa Salete,SP,santa_salete,1
3204609,320460,Santa Teresa,ES,santa_teresa,13
2513802,251380,Santa Teresinha,PB,santa_teresinha,2
4317251,431725,Santa Tereza,RS,santa_tereza,2
5219605,521960,Santa Tereza de Goiás,GO,santa_tereza_de_goias,3
4124020,412402,Santa Tereza do Oeste,PR,santa_tereza_do_oeste,6
1719004,171900,Santa Tereza do Tocantins,TO,santa_tereza_do_tocantins,1
2928505,292850,Santa Terezinha,BA,santa_terezinha,9
2612802,261280,Santa Terezinha,PE,santa_terezinha,6
4215679,421567,Santa Terezinha,SC,santa_terezinha,3
5107776,510777,Santa Terezinha,MT,santa_terezinha,3
5219704,521970,Santa Terezinha de Goiás,GO,santa_terezinha_de_goias,4
4124053,412405,Santa Terezinha de Itaipu,PR,santa_terezinha_de_itaipu,6
4215687,421568,Santa Terezinha do Progresso,SC,santa_terezinha_do_progresso,1
1720002,172000,Santa Terezinha do Tocantins,TO,santa_terezinha_do_tocantins,1
3159803,315980,Santa Vitória,MG,santa_vitoria,7
4317301,431730,Santa Vitória do Palmar,RS,santa_vitoria_do_palmar,15
2928000,292800,Santaluz,BA,santaluz,25
1600600,160060,Santana,AP,santana,22
2928208,292820,Santana,BA,santana,9
4317004,431700,Santana da Boa Vista,RS,santana_da_boa_vista,5
3547205,354720,Santana da Ponte Pensa,SP,santana_da_ponte_pensa,1
3158300,315830,Santana da Vargem,MG,santana_da_vargem,4
3158409,315840,Santana de Cataguases,MG,santana_de_cataguases,2
2513505,251350,Santana de Mangueira,PB,santana_de_mangueira,4
3547304,354730,Santana de Parnaíba,SP,santana_de_parnaiba,14
3158508,315850,Santana de Pirapama,MG,santana_de_pirapama,5
2312007,231200,Santana do Acaraú,CE,santana_do_acarau,12
1506708,150670,Santana do Araguaia,PA,santana_do_araguaia,14
2312106,231210,Santana do Cariri,CE,santana_do_cariri,9
3158607,315860,Santana do Deserto,MG,santana_do_deserto,2
3158706,315870,Santana do Garambéu,MG,santana_do_garambeu,2
2708006,270800,Santana do Ipanema,AL,santana_do_ipanema,25
4124004,412400,Santana do Itararé,PR,santana_do_itarare,3
3158805,315880,Santana do Jacaré,MG,santana_do_jacare,3
4317103,431710,Sant'Ana do Livramento,RS,sant_ana_do_livramento,15
3158904,315890,Santana do Manhuaçu,MG,santana_do_manhuacu,4
2110237,211023,Santana do Maranhão,MA,santana_do_maranhao,6
2411403,241140,Santana do Matos,RN,santana_do_matos,11
2708105,270810,Santana do Mundaú,AL,santana_do_mundau,5
3158953,315895,Santana do Paraíso,MG,santana_do_paraiso,12
2209351,220935,Santana do Piauí,PI,santana_do_piaui,5
3159001,315900,Santana do Riacho,MG,santana_do_riacho,3
2806404,280640,Santana do São Francisco,SE,santana_do_sao_francisco,5
2411429,241142,Santana do Seridó,RN,santana_do_serido,3
2513604,251360,Santana dos Garrotes,PB,santana_dos_garrotes,7
3159100,315910,Santana dos Montes,MG,santana_dos_montes,3
2928307,292830,Santanópolis,BA,santanopolis,4
1506807,150680,Santarém,PA,santarem,83
1506906,150690,Santarém Novo,PA,santarem_novo,6
4317400,431740,Santiago,RS,santiago,17
4215695,421569,Santiago do Sul,SC,santiago_do_sul,1
5107263,510726,Santo Afonso,MT,santo_afonso,2
2928604,292860,Santo Amaro,BA,santo_amaro,23
4215703,421570,Santo Amaro da Imperatriz,SC,santo_amaro_da_imperatriz,8
2806602,280660,Santo Amaro das Brotas,SE,santo_amaro_das_brotas,6
2110278,211027,Santo Amaro do Maranhão,MA,santo_amaro_do_maranhao,10
3547700,354770,Santo Anastácio,SP,santo_anastacio,6
3547809,354780,Santo André,SP,santo_andre,38
2513851,251385,Santo André,PB,santo_andre,3
4317509,431750,Santo Ângelo,RS,santo_angelo,40
2411502,241150,Santo Antônio,RN,santo_antonio,16
3547908,354790,Santo Antônio da Alegria,SP,santo_antonio_da_alegria,5
5219712,521971,Santo Antônio da Barra,GO,santo_antonio_da_barra,2
4317608,431760,Santo Antônio da Patrulha,RS,santo_antonio_da_patrulha,10
4124103,412410,Santo Antônio da Platina,PR,santo_antonio_da_platina,15
4317707,431770,Santo Antônio das Missões,RS,santo_antonio_das_missoes,10
5219738,521973,Santo Antônio de Goiás,GO,santo_antonio_de_goias,3
2928703,292870,Santo Antônio de Jesus,BA,santo_antonio_de_jesus,42
5107800,510780,Santo Antônio de Leverger,MT,santo_antonio_de_leverger,12
2209401,220940,Santo Antônio de Lisboa,PI,santo_antonio_de_lisboa,7
3304706,330470,Santo Antônio de Pádua,RJ,santo_antonio_de_padua,26
3548005,354800,Santo Antônio de Posse,SP,santo_antonio_de_posse,8
3159902,315990,Santo Antônio do Amparo,MG,santo_antonio_do_amparo,6
3548054,354805,Santo Antônio do Aracanguá,SP,santo_antonio_do_aracangua,3
3160009,316000,Santo Antônio do Aventureiro,MG,santo_antonio_do_aventureiro,4
4124202,412420,Santo Antônio do Caiuá,PR,santo_antonio_do_caiua,1
5219753,521975,Santo Antônio do Descoberto,GO,santo_antonio_do_descoberto,32
3160108,316010,Santo Antônio do Grama,MG,santo_antonio_do_grama,3
1303700,130370,Santo Antônio do Içá,AM,santo_antonio_do_ica,8
3160207,316020,Santo Antônio do Itambé,MG,santo_antonio_do_itambe,2
3160306,316030,Santo Antônio do Jacinto,MG,santo_antonio_do_jacinto,5
3548104,354810,Santo Antônio do Jardim,SP,santo_antonio_do_jardim,2
5107792,510779,Santo Antônio do Leste,MT,santo_antonio_do_leste,2
3160405,316040,Santo Antônio do Monte,MG,santo_antonio_do_monte,13
4317558,431755,Santo Antônio do Palma,RS,santo_antonio_do_palma,1
4124301,412430,Santo Antônio do Paraíso,PR,santo_antonio_do_paraiso,1
3548203,354820,Santo Antônio do Pinhal,SP,santo_antonio_do_pinhal,13
4317756,431775,Santo Antônio do Planalto,RS,santo_antonio_do_planalto,2
3160454,316045,Santo Antônio do Retiro,MG,santo_antonio_do_retiro,5
3160504,316050,Santo Antônio do Rio Abaixo,MG,santo_antonio_do_rio_abaixo,1
4124400,412440,Santo Antônio do Sudoeste,PR,santo_antonio_do_sudoeste,14
1507003,150700,Santo Antônio do Tauá,PA,santo_antonio_do_taua,17
2110302,211030,Santo Antônio dos Lopes,MA,santo_antonio_dos_lopes,12
2209450,220945,Santo Antônio dos Milagres,PI,santo_antonio_dos_milagres,6
4317806,431780,Santo Augusto,RS,santo_augusto,7
4317905,431790,Santo Cristo,RS,santo_cristo,9
2928802,292880,Santo Estêvão,BA,santo_estevao,21
3548302,354830,Santo Expedito,SP,santo_expedito,2
4317954,431795,Santo Expedito do Sul,RS,santo_expedito_do_sul,1
3160603,316060,Santo Hipólito,MG,santo_hipolito,2
4124509,412450,Santo Inácio,PR,santo_inacio,3
2209500,220950,Santo Inácio do Piauí,PI,santo_inacio_do_piaui,3
3548401,354840,Santópolis do Aguapeí,SP,santopolis_do_aguapei,1
3548500,354850,Santos,SP,santos,37
3160702,316070,Santos Dumont,MG,santos_dumont,21
2312304,231230,São Benedito,CE,sao_benedito,22
2110401,211040,São Benedito do Rio Preto,MA,sao_benedito_do_rio_preto,12
2612901,261290,São Benedito do Sul,PE,sao_benedito_do_sul,5
2513927,251392,São Bentinho,PB,sao_bentinho,6
2513901,251390,São Bento,PB,sao_bento,17
2110500,211050,São Bento,MA,sao_bento,26
3160801,316080,São Bento Abade,MG,sao_bento_abade,4
2411601,241160,São Bento do Norte,RN,sao_bento_do_norte,5
3548609,354860,São Bento do Sapucaí,SP,sao_bento_do_sapucai,8
4215802,421580,São Bento do Sul,SC,sao_bento_do_sul,26
1720101,172010,São Bento do Tocantins,TO,sao_bento_do_tocantins,5
2411700,241170,São Bento do Trairí,RN,sao_bento_do_trairi,3
2613008,261300,São Bento do Una,PE,sao_bento_do_una,15
4215752,421575,São Bernardino,SC,sao_bernardino,1
2110609,211060,São Bernardo,MA,sao_bernardo,15
3548708,354870,São Bernardo do Campo,SP,sao_bernardo_do_campo,38
4215901,421590,São Bonifácio,SC,sao_bonifacio,2
4318002,431800,São Borja,RS,sao_borja,29
2708204,270820,São Brás,AL,sao_bras,8
3160900,316090,São Brás do Suaçuí,MG,sao_bras_do_suacui,1
2209559,220955,São Braz do Piauí,PI,sao_braz_do_piaui,3
1507102,150710,São Caetano de Odivelas,PA,sao_caetano_de_odivelas,12
3548807,354880,São Caetano do Sul,SP,sao_caetano_do_sul,17
2613107,261310,São Caitano,PE,sao_caitano,17
3548906,354890,São Carlos,SP,sao_carlos,35
4216008,421600,São Carlos,SC,sao_carlos,4
4124608,412460,São Carlos do Ivaí,PR,sao_carlos_do_ivai,2
2806701,280670,São Cristóvão,SE,sao_cristovao,23
4216057,421605,São Cristóvão do Sul,SC,sao_cristovao_do_sul,4
2928901,292890,São Desidério,BA,sao_desiderio,24
2928950,292895,São Domingos,BA,sao_domingos,8
2806800,280680,São Domingos,SE,sao_domingos,8
2513968,251396,São Domingos,PB,sao_domingos,2
4216107,421610,São Domingos,SC,sao_domingos,9
5219803,521980,São Domingos,GO,sao_domingos,5
3160959,316095,São Domingos das Dores,MG,sao_domingos_das_dores,3
1507151,150715,São Domingos do Araguaia,PA,sao_domingos_do_araguaia,9
2110658,211065,São Domingos do Azeitão,MA,sao_domingos_do_azeitao,6
1507201,150720,São Domingos do Capim,PA,sao_domingos_do_capim,20
2513943,251394,São Domingos do Cariri,PB,sao_domingos_do_cariri,1
2110708,211070,São Domingos do Maranhão,MA,sao_domingos_do_maranhao,21
3204658,320465,São Domingos do Norte,ES,sao_domingos_do_norte,8
3161007,316100,São Domingos do Prata,MG,sao_domingos_do_prata,6
4318051,431805,São Domingos do Sul,RS,sao_domingos_do_sul,2
2929107,292910,São Felipe,BA,sao_felipe,10
1101484,110148,São Felipe D'Oeste,RO,sao_felipe_d_oeste,3
2929008,292900,São Félix,BA,sao_felix,10
2110807,211080,São Félix de Balsas,MA,sao_felix_de_balsas,4
3161056,316105,São Félix de Minas,MG,sao_felix_de_minas,2
5107859,510785,São Félix do Araguaia,MT,sao_felix_do_araguaia,7
2929057,292905,São Félix do Coribe,BA,sao_felix_do_coribe,9
2209609,220960,São Félix do Piauí,PI,sao_felix_do_piaui,5
1720150,172015,São Félix do Tocantins,TO,sao_felix_do_tocantins,1
1507300,150730,São Félix do Xingu,PA,sao_felix_do_xingu,29
2411809,241180,São Fernando,RN,sao_fernando,4
3304805,330480,São Fidélis,RJ,sao_fidelis,17
3549003,354900,São Francisco,SP,sao_francisco,2
3161106,316110,São Francisco,MG,sao_francisco,23
2806909,280690,São Francisco,SE,sao_francisco,4
2513984,251398,São Francisco,PB,sao_francisco,4
4318101,431810,São Francisco de Assis,RS,sao_francisco_de_assis,7
2209658,220965,São Francisco de Assis do Piauí,PI,sao_francisco_de_assis_do_piaui,3
5219902,521990,São Francisco de Goiás,GO,sao_francisco_de_goias,2
