CD_setor,V01317,V01318,V01319,V01320,V01321,V01322,V01323,V01324,V01325,V01326,V01327,V01328,V01329,V01330,V01331,V01332,V01333,V01334,V01335,V01336,V01337,V01338,V01339,V01340,V01341,V01342,V01343,V01344,V01345,V01346,V01347,V01348,V01349,V01350,V01351,V01352,V01353,V01354,V01355,V01356,V01357,V01358,V01359,V01360,V01361,V01362,V01363,V01364,V01365,V01366,V01367,V01368,V01369,V01370,V01371,V01372,V01373,V01374,V01375,V01376,V01377,V01378,V01379,V01380,V01381,V01382,V01383,V01384,V01385,V01386,V01387,V01388,V01389,V01390,V01391,V01392,V01393,V01394,V01395,V01396,V01397,V01398,V01399,V01400,V01401,V01402,V01403,V01404,V01405,V01406,V01407,V01408,V01409,V01410,V01411
431440705150072,770,83,,101,0,353,45,0,57,0,417,38,,44,0,314,33,,34,0,159,155,15,18,0,,22,12,0,0,0,3,73,111,127,0,0,13,15,5,0,0,0,0,,0,,10,14,8,0,0,0,0,0,139,14,0,21,0,115,16,0,22,0,329,41,0,44,0,187,12,,14,0,53,6,0,10,0,300,39,0,47,0,43,4,0,,0,374,34,,42,0
431440705150073,609,71,3,40,0,301,32,,22,0,308,39,,18,0,227,30,,12,0,119,108,13,17,0,,7,5,0,0,0,9,52,87,79,0,,9,9,11,0,0,0,,0,0,,3,5,3,0,0,0,0,0,115,8,0,10,0,101,21,,10,0,272,28,,16,0,121,14,0,4,0,46,5,0,6,0,255,27,,16,0,34,,0,,0,274,37,,16,0
431440705150074,443,35,,45,3,212,18,,24,,231,17,,21,,170,18,,17,3,64,106,9,9,0,,12,5,,,3,8,57,55,47,0,,5,8,4,0,0,0,0,,0,,8,4,4,0,0,0,,,65,,0,10,0,117,12,0,12,0,174,15,0,19,,87,6,,4,,22,,0,4,0,190,17,,20,,26,0,0,,0,205,17,,19,
431440705150076,681,94,0,135,0,322,44,0,66,0,359,50,0,69,0,283,36,0,45,0,153,130,12,24,0,0,27,18,0,0,0,21,76,113,73,,5,10,13,7,0,0,0,0,0,,3,16,12,13,0,0,0,0,0,121,14,0,36,0,166,29,0,35,0,288,37,0,47,0,106,14,0,17,0,40,5,0,14,0,282,39,0,52,0,42,3,0,7,0,317,47,0,62,0
431440705150077,300,74,4,59,0,147,32,,38,0,153,42,,21,0,128,22,,22,0,57,71,10,12,0,,14,8,0,0,0,4,32,52,40,0,3,3,7,9,0,0,0,,0,0,,9,7,4,0,0,0,0,0,40,13,,18,0,56,19,,13,0,141,27,,20,0,63,15,0,8,0,14,5,,7,0,133,27,,31,0,8,5,0,6,0,145,37,,15,0
431440705150078,390,60,0,28,0,186,23,0,15,0,204,37,0,13,0,167,25,0,6,0,69,98,9,16,0,0,3,3,0,0,0,13,30,66,58,0,3,8,11,3,0,0,0,0,0,0,,,,,0,0,0,0,0,57,9,0,7,0,64,15,0,10,0,171,26,0,7,0,98,10,0,4,0,19,0,0,,0,167,23,0,13,0,14,4,0,4,0,190,33,0,9,0
431440705150079,375,30,0,43,0,194,15,0,22,0,181,15,0,21,0,147,11,0,15,0,66,81,5,6,0,0,8,7,0,0,3,15,44,46,39,,,3,4,,0,0,0,0,0,,3,4,3,4,0,0,0,0,0,67,5,0,10,0,97,9,0,13,0,150,13,0,14,0,61,3,0,6,0,30,4,0,3,0,164,11,0,19,0,18,,0,5,0,163,14,0,16,0
431440705150081,471,120,0,73,0,185,53,0,31,0,286,67,0,42,0,193,51,0,27,0,64,129,10,41,0,0,8,19,0,0,6,7,46,44,90,,6,8,15,21,0,0,0,0,0,0,6,,11,8,0,0,0,0,0,74,16,0,18,0,90,33,0,19,0,173,43,0,23,0,134,28,0,13,0,19,8,0,4,0,166,45,0,27,0,27,6,0,7,0,259,61,0,35,0
431440705150082,387,101,,76,0,168,44,,38,0,219,57,0,38,0,181,39,,32,0,78,103,13,26,,0,11,21,0,0,,,35,65,79,,3,7,13,15,0,0,,0,0,0,3,6,10,13,0,0,0,0,0,58,13,,20,0,51,19,,17,0,161,41,0,21,0,117,28,0,18,0,19,6,,8,0,149,38,,30,0,18,3,0,8,0,201,54,0,30,0
431440705150083,443,119,,91,,181,50,0,42,,262,69,,49,0,205,56,0,42,,65,140,20,36,0,0,16,26,,0,3,12,44,67,79,,,10,26,17,0,0,0,0,0,3,5,9,12,13,0,0,0,,0,60,22,0,22,0,99,20,,22,0,166,54,0,32,,118,23,0,15,0,21,7,0,11,0,160,43,0,31,,22,7,0,6,0,240,62,,43,0
431440705150084,354,111,0,90,,155,54,0,43,,199,57,0,47,0,170,50,0,32,,68,102,19,31,0,0,15,17,,0,0,7,39,59,65,0,0,13,18,19,0,0,0,0,0,0,,8,8,14,0,0,,0,0,50,9,0,21,0,67,19,0,17,,143,55,0,33,0,94,28,0,19,0,17,3,0,11,0,138,51,0,32,,13,3,0,6,0,186,54,0,41,0
431440705150085,287,56,0,65,0,119,23,0,28,0,168,33,0,37,0,124,29,0,32,0,39,85,13,16,0,0,13,19,0,0,,7,24,41,51,0,3,5,13,8,0,0,0,0,0,3,,6,10,12,0,0,0,0,0,42,5,0,16,0,64,10,0,11,0,107,30,0,21,0,74,11,0,17,0,19,0,0,4,0,100,23,0,24,0,9,,0,3,0,159,31,0,34,0
431440705150086,310,78,0,64,0,131,36,0,28,0,179,42,0,36,0,150,34,0,26,0,57,93,15,19,0,0,9,17,0,0,,,22,59,66,0,,11,13,9,0,0,0,0,0,0,,4,11,9,0,0,0,0,0,36,12,0,16,0,55,14,0,11,0,125,36,0,25,0,94,16,0,12,0,14,4,0,6,0,117,32,0,22,0,12,3,0,6,0,167,39,0,30,0
431440705150087,227,58,0,25,0,96,23,0,10,0,131,35,0,15,0,94,32,0,14,0,24,70,9,23,0,0,,12,0,0,,3,20,28,41,,,6,9,13,0,0,0,0,0,,,3,,7,0,0,0,0,0,31,9,0,4,0,49,9,0,4,0,82,20,0,7,0,65,20,0,10,0,9,3,0,3,0,87,20,0,7,0,15,4,0,0,0,116,31,0,15,0
431440705150088,359,54,0,56,0,162,23,0,30,0,197,31,0,26,0,179,23,0,19,0,59,120,6,17,0,0,8,11,0,0,,9,25,62,82,,0,9,6,7,0,0,0,0,0,0,,4,6,8,0,0,0,0,0,53,9,0,15,0,56,8,0,11,0,139,24,0,16,0,111,13,0,14,0,25,4,0,8,0,137,19,0,22,0,14,,0,5,0,183,29,0,21,0
431440705150089,326,51,0,53,0,156,20,0,26,0,170,31,0,27,0,144,29,0,18,0,52,92,9,20,0,0,4,14,0,0,3,12,36,42,51,0,4,8,9,8,0,0,0,0,0,,,3,9,,0,0,0,0,0,48,5,0,15,0,75,6,0,14,0,125,27,0,20,0,78,13,0,4,0,20,,0,9,0,136,19,0,17,0,10,,0,4,0,160,29,0,23,0
431440705150090,264,82,0,66,0,114,37,0,25,0,150,45,0,41,0,130,37,0,29,0,40,90,13,24,0,0,7,22,0,0,0,6,29,45,50,0,3,7,14,13,0,0,0,0,0,0,,7,12,8,0,0,0,0,0,45,13,0,13,0,54,15,0,19,0,98,34,0,24,0,67,20,0,10,0,16,4,0,5,0,98,33,0,20,0,13,,0,4,0,137,44,0,37,0
431440705150091,289,98,0,62,0,121,45,0,32,0,168,53,0,30,0,147,44,0,25,0,45,102,15,29,0,0,14,11,0,0,,11,33,38,64,0,4,14,13,13,0,0,0,0,0,0,3,7,9,6,0,0,0,0,0,35,15,0,16,0,66,24,0,15,0,103,41,0,24,0,85,18,0,7,0,11,6,0,6,0,110,39,0,26,0,13,5,0,4,0,155,48,0,26,0
431440705150092,401,72,0,86,0,177,30,0,38,0,224,42,0,48,0,169,31,0,25,0,102,67,14,17,0,0,13,12,0,0,0,7,32,70,60,0,,5,12,13,0,0,0,0,0,0,,5,10,9,0,0,0,0,0,54,8,0,21,0,83,20,0,20,0,169,26,0,32,0,95,18,0,13,0,17,,0,4,0,160,28,0,34,0,20,3,0,6,0,204,39,0,42,0
431440705150093,450,29,0,56,0,216,10,0,24,0,234,19,0,32,0,188,17,0,21,0,90,98,4,13,0,0,6,15,0,0,,11,31,79,65,0,,3,8,5,0,0,0,0,0,,,4,8,7,0,0,0,0,0,62,,0,9,0,74,9,0,11,0,199,12,0,22,0,115,7,0,14,0,27,0,0,,0,189,10,0,22,0,13,,0,3,0,221,18,0,29,0
431440705150094,611,40,0,93,0,272,19,0,50,0,339,21,0,43,0,242,25,0,30,0,106,136,9,16,0,0,15,15,0,0,,20,50,90,81,0,,6,9,8,0,0,0,0,0,,4,5,14,6,0,0,0,0,0,103,,0,18,0,118,11,0,24,0,251,17,0,38,0,139,10,0,13,0,31,,0,8,0,241,18,0,42,0,33,,0,3,0,306,20,0,40,0
431440705150095,284,22,0,42,0,133,7,0,27,0,151,15,0,15,0,111,7,0,14,0,48,63,,5,0,0,8,6,0,0,0,3,25,50,33,0,0,,4,,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,51,,0,10,0,60,8,0,13,0,120,12,0,12,0,53,,0,7,0,19,0,0,6,0,114,7,0,21,0,18,,0,,0,133,14,0,13,0
431440705150096,730,123,0,136,0,362,52,0,71,0,368,71,0,65,0,304,48,0,43,0,162,142,22,26,0,0,23,20,0,0,0,20,86,107,91,0,,17,19,11,0,0,0,0,0,0,3,14,15,11,0,0,0,0,0,110,22,0,34,0,195,25,0,43,0,288,58,0,40,0,137,18,0,19,0,38,4,0,13,0,324,48,0,58,0,42,7,0,9,0,326,64,0,56,0
431440705150097,347,60,0,45,0,150,24,0,22,0,197,36,0,23,0,124,25,0,18,0,62,62,8,17,0,0,6,12,0,0,0,4,18,48,54,0,,6,10,8,0,0,0,0,0,0,,,10,5,0,0,0,0,0,48,8,0,11,0,67,16,0,11,0,128,25,0,16,0,104,11,0,7,0,16,,0,5,0,134,23,0,17,0,17,3,0,,0,180,33,0,22,0
431440705150098,405,48,0,52,0,194,23,0,25,0,211,25,0,27,0,173,20,0,23,0,79,94,9,11,0,0,11,12,0,0,,8,30,70,64,0,3,6,6,5,0,0,0,0,0,0,0,,12,10,0,0,0,0,0,59,5,0,11,0,73,13,0,7,0,173,22,0,18,0,100,8,0,16,0,17,,0,,0,177,22,0,23,0,19,3,0,4,0,192,22,0,23,0
431440705150099,452,26,0,29,,210,10,0,16,,242,16,0,13,,185,11,0,10,,91,94,3,8,0,0,5,5,,0,0,5,35,63,82,0,,,4,4,0,0,0,0,0,0,0,4,3,3,0,0,0,,0,57,4,0,4,0,94,4,0,6,0,184,10,0,13,,117,8,0,6,0,16,,0,,0,194,9,0,14,,19,,0,,0,223,15,0,12,
431440705150100,473,55,,93,0,232,23,,44,0,241,32,0,49,0,196,22,,36,0,87,109,8,14,,0,17,19,0,0,,9,35,70,80,0,3,5,12,,0,,0,0,0,0,,8,13,13,0,0,0,0,0,62,8,0,16,0,77,14,,22,0,206,26,0,32,0,128,7,0,23,0,22,,0,5,0,210,21,,39,0,12,,0,7,0,229,30,0,42,0
431440705150101,407,47,3,43,0,198,18,,22,0,209,29,,21,0,173,18,,15,0,93,80,8,10,0,,9,6,0,0,0,5,23,68,77,0,,4,8,5,0,0,0,0,,0,,,5,7,0,0,0,0,0,51,4,0,16,0,61,10,,5,0,179,24,0,11,0,116,9,,11,0,21,,0,6,0,177,16,,16,0,14,,0,5,0,195,28,,16,0
431440705150102,559,59,0,88,0,256,23,0,53,0,303,36,0,35,0,233,20,0,28,0,88,145,7,13,0,0,16,12,0,0,0,10,45,84,94,0,0,9,7,4,0,0,0,0,0,,,6,16,3,0,0,0,0,0,75,9,0,16,0,108,17,0,26,0,218,22,0,40,0,158,11,0,6,0,26,,0,8,0,230,22,0,45,0,22,4,0,3,0,281,32,0,32,0
431440705150103,263,34,0,34,0,131,19,0,14,0,132,15,0,20,0,109,17,0,14,0,61,48,10,7,0,0,7,7,0,0,0,,18,45,45,0,0,,7,9,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,39,3,0,6,0,51,4,0,8,0,107,15,0,12,0,66,12,0,8,0,13,,0,,0,118,18,0,13,0,12,,0,3,0,120,14,0,17,0
431440705150104,297,19,0,19,0,141,11,0,10,0,156,8,0,9,0,129,9,0,5,0,59,70,4,5,0,0,,3,0,0,,4,24,44,55,0,,,3,4,0,0,0,0,0,0,,0,3,,0,0,0,0,0,50,4,0,6,0,51,,0,5,0,110,9,0,7,0,86,5,0,,0,12,,0,,0,129,9,0,8,0,17,0,0,3,0,139,8,0,6,0
431440705150105,516,67,0,60,0,259,28,0,32,0,257,39,0,28,0,213,31,0,22,0,99,114,9,22,0,0,11,11,0,0,0,8,52,76,77,0,6,3,12,10,0,0,0,0,0,0,,6,7,7,0,0,0,0,0,81,5,0,16,0,89,20,0,16,0,218,28,0,16,0,128,14,0,12,0,25,0,0,4,0,234,28,0,28,0,23,4,0,5,0,234,35,0,23,0
431440705150106,550,73,0,47,,263,33,0,20,,287,40,0,27,,221,27,0,17,,113,108,18,9,0,0,5,12,0,,0,11,53,76,81,0,0,7,10,10,0,0,0,0,0,0,0,3,6,8,0,0,0,,0,106,13,0,7,0,113,12,0,12,0,209,33,0,17,,122,15,0,11,0,36,4,0,,0,227,29,0,19,,39,6,0,,0,248,34,0,25,
431440705150108,67,18,0,4,0,28,10,0,,0,39,8,0,3,0,31,4,0,,0,12,19,,3,0,0,,0,0,0,0,,5,8,17,0,0,0,,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,3,0,0,0,7,3,0,0,0,24,6,0,,0,26,6,0,,0,,0,0,0,0,26,10,0,,0,3,0,0,0,0,36,8,0,3,0
431440705150109,69,26,,17,0,32,15,,6,0,37,11,,11,0,27,7,,7,0,11,16,,5,,0,3,4,0,0,0,,7,10,8,0,,,,3,0,0,0,0,,0,0,,3,,0,0,0,0,0,9,5,0,,0,13,6,0,4,0,31,8,0,7,0,16,7,,4,0,,4,0,0,0,31,11,,6,0,4,,0,,0,33,10,,10,0
431440705150110,125,20,0,18,0,59,6,0,11,0,66,14,0,7,0,49,9,0,7,0,21,28,,7,0,0,5,,0,0,0,0,14,14,21,0,0,,,5,0,0,0,0,0,0,0,,4,,0,0,0,0,0,22,,0,4,0,19,3,0,,0,51,7,0,8,0,33,9,0,4,0,15,0,0,0,0,44,6,0,11,0,5,,0,0,0,61,13,0,7,0
431440705150111,333,87,0,75,0,155,43,0,38,0,178,44,0,37,0,129,35,0,24,0,39,90,11,24,0,0,10,14,0,0,0,3,22,61,43,0,,4,19,10,0,0,0,0,0,0,3,7,6,8,0,0,0,0,0,45,16,0,17,0,65,25,0,20,0,147,33,0,28,0,76,13,0,10,0,12,6,0,7,0,143,37,0,31,0,12,6,0,5,0,166,38,0,32,0
431440705150112,537,48,,80,0,246,23,0,41,0,291,25,,39,0,219,20,,40,0,113,106,10,10,0,,22,18,0,0,,5,42,98,73,,,3,4,11,0,0,,0,0,0,,10,21,8,0,0,0,0,0,83,,0,18,0,73,11,0,12,0,241,19,,39,0,140,16,0,11,0,26,0,0,4,0,220,23,0,37,0,27,0,0,5,0,264,25,,34,0
431440705150113,304,51,0,57,,110,22,0,29,0,194,29,0,28,,158,30,0,24,,49,109,15,15,0,0,10,14,0,,0,16,44,66,32,0,0,9,18,3,0,0,0,0,0,0,0,11,10,3,0,0,,,0,51,4,0,9,0,76,11,0,16,0,140,32,0,28,,37,4,0,4,0,13,0,0,,0,97,22,0,27,0,16,,0,4,0,178,27,0,24,
431440705150114,332,24,0,30,0,137,13,0,13,0,195,11,0,17,0,191,15,0,15,0,81,110,10,5,0,0,8,7,0,0,0,15,57,45,74,0,,3,6,4,0,0,0,0,0,0,,7,3,3,0,0,0,0,0,24,,0,,0,73,5,0,11,0,135,11,0,12,0,100,6,0,5,0,7,,0,0,0,130,12,0,13,0,12,,0,,0,183,10,0,16,0
431440705150115,325,55,0,42,,135,24,0,17,0,190,31,0,25,,159,31,0,20,,58,101,10,21,0,0,9,11,0,,,22,38,66,31,0,3,8,12,8,0,0,0,0,0,0,4,8,5,3,0,0,,0,0,50,7,0,5,0,78,12,0,18,,157,24,0,12,0,40,12,0,7,0,16,3,0,,0,119,21,0,16,0,11,3,0,,0,179,28,0,24,
431440705150116,370,153,0,112,4,145,63,0,54,3,225,90,0,58,,152,58,0,33,,44,108,18,40,0,0,14,19,,0,0,11,52,63,26,0,5,16,28,9,0,0,0,0,0,,3,10,13,6,0,0,,0,0,91,29,0,35,,80,40,0,39,,163,73,0,30,,36,11,0,8,0,31,7,0,12,,114,56,0,42,,21,13,0,11,0,204,77,0,47,
431440705150117,317,51,0,56,,131,20,0,34,0,186,31,0,22,,151,21,0,24,0,50,101,6,15,0,0,16,8,0,0,0,11,66,48,26,0,0,10,9,,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,68,11,0,10,0,61,5,0,20,,156,28,0,26,,32,7,0,0,0,26,,0,6,0,105,19,0,28,0,29,3,0,4,0,157,28,0,18,
431440705150118,320,43,,54,0,146,20,,23,0,174,23,,31,0,151,22,,23,0,64,87,9,13,0,,10,13,0,0,0,13,50,59,29,0,0,6,11,5,0,0,0,0,,0,,8,10,4,0,0,0,0,0,60,5,0,13,0,71,5,0,11,0,153,28,,25,0,36,5,,5,0,21,3,0,4,0,125,17,,19,0,21,,0,7,0,153,21,,24,0
431440705150119,329,37,0,49,0,140,19,0,25,0,189,18,0,24,0,160,22,0,22,0,78,82,12,10,0,0,8,14,0,0,,16,66,52,24,0,,7,14,0,0,0,0,0,0,,3,12,3,3,0,0,0,0,0,48,4,0,8,0,78,7,0,24,0,170,26,0,12,0,33,0,0,5,0,19,,0,5,0,121,18,0,20,0,16,,0,,0,173,17,0,23,0
431440705150120,335,30,0,48,0,154,16,0,20,0,181,14,0,28,0,151,15,0,18,0,65,86,6,9,0,0,9,9,0,0,,15,78,43,14,0,,6,5,,0,0,0,0,0,0,,7,8,,0,0,0,0,0,70,3,0,11,0,84,6,0,13,0,162,18,0,21,0,19,3,0,3,0,32,,0,3,0,122,15,0,17,0,24,0,0,4,0,157,14,0,24,0
431440705150121,195,16,,35,0,89,5,0,22,0,106,11,,13,0,103,5,0,16,0,50,53,0,5,0,0,13,3,0,0,0,12,47,30,14,0,,,,,0,0,0,0,0,0,4,9,,,0,0,0,0,0,28,3,0,6,0,48,6,0,16,0,100,6,,12,0,19,,0,,0,14,,0,4,0,75,4,0,18,0,9,,0,,0,97,9,,11,0
431440705150122,200,16,0,34,,82,12,0,14,,118,4,0,20,0,94,7,0,12,0,31,63,5,,0,0,4,8,0,0,,3,18,39,33,0,0,3,4,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,24,3,0,13,0,38,4,0,9,0,87,9,0,8,,51,0,0,4,0,8,,0,4,0,74,11,0,10,,7,0,0,7,0,111,4,0,13,0
431440705150123,435,32,,38,0,204,18,0,19,0,231,14,,19,0,157,13,,14,0,85,72,9,4,0,,11,3,0,0,0,4,57,76,20,0,0,5,6,,0,0,0,0,,0,0,3,10,,0,0,0,0,0,100,4,0,10,0,59,8,0,9,0,232,17,0,18,0,44,3,,,0,42,,0,,0,162,17,0,18,0,28,,0,6,0,203,12,,13,0
431440705150124,217,30,0,24,0,99,11,0,11,0,118,19,0,13,0,98,18,0,10,0,43,55,5,13,0,0,5,5,0,0,,6,37,43,10,0,,4,10,3,0,0,0,0,0,,0,4,4,,0,0,0,0,0,39,,0,6,0,45,,0,,0,117,22,0,14,0,16,4,0,,0,10,0,0,,0,89,11,0,9,0,16,,0,3,0,102,18,0,10,0
431440705150125,187,23,0,54,5,90,14,0,26,5,97,9,0,28,0,63,7,0,26,3,27,36,5,,0,0,15,11,3,0,4,,24,22,11,0,0,4,,,0,0,0,0,0,0,,10,13,,,0,0,,,46,7,0,7,,29,,0,12,,91,11,0,32,,21,3,0,3,,14,0,0,3,0,76,14,0,23,5,13,4,0,,0,84,5,0,26,0
431440705150127,385,55,0,51,0,178,27,0,24,0,207,28,0,27,0,150,23,0,18,0,71,79,13,10,0,0,7,11,0,0,0,6,56,54,34,0,0,8,12,3,0,0,0,0,0,0,,7,6,4,0,0,0,0,0,86,4,0,11,0,70,20,0,18,0,180,27,0,17,0,49,4,0,5,0,31,0,0,3,0,147,27,0,21,0,27,,0,,0,180,27,0,26,0
431440705150128,582,52,0,42,0,262,26,0,12,0,320,26,0,30,0,250,16,0,16,0,88,162,8,8,0,0,4,12,0,0,3,23,51,92,81,0,0,,7,7,0,0,0,0,0,0,,6,5,4,0,0,0,0,0,94,13,0,7,0,123,6,0,14,0,237,20,0,13,0,128,13,0,8,0,38,3,0,,0,224,23,0,11,0,25,6,0,4,0,295,20,0,26,0
431440705150129,189,17,0,21,0,96,12,0,11,0,93,5,0,10,0,79,5,0,7,0,34,45,,3,0,0,,5,0,0,0,7,16,35,21,0,0,,,3,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,30,4,0,,0,38,5,0,5,0,89,,0,13,0,32,6,0,,0,12,,0,,0,84,11,0,10,0,5,,0,,0,88,4,0,9,0
431440705150130,453,59,0,49,0,202,24,0,27,0,251,35,0,22,0,177,22,0,22,0,60,117,6,16,0,0,11,11,0,0,3,9,66,66,33,,,6,9,4,0,0,0,0,0,,3,10,4,4,0,0,0,0,0,79,10,0,7,0,105,17,0,14,0,214,27,0,23,0,55,5,0,5,0,30,,0,,0,172,23,0,25,0,30,3,0,,0,221,32,0,20,0
431440705150131,51,,0,7,0,28,,0,3,0,23,0,0,4,0,20,,0,3,0,10,10,,0,0,0,,,0,0,0,0,5,8,7,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,4,0,0,,0,9,0,0,,0,22,0,0,,0,16,,0,,0,0,0,0,,0,28,,0,,0,3,0,0,,0,20,0,0,3,0
431440705150132,668,120,0,123,0,285,62,0,60,0,383,58,0,63,0,319,54,0,57,0,134,185,25,29,0,0,22,35,0,0,,49,145,71,52,0,,27,20,6,0,0,0,0,0,0,10,25,18,4,0,0,0,0,0,93,16,0,24,0,228,29,0,44,0,258,60,0,47,0,89,15,0,8,0,30,4,0,15,0,255,58,0,45,0,45,6,0,4,0,338,52,0,59,0
431440705150133,436,69,0,73,0,203,30,0,33,0,233,39,0,40,0,200,31,0,35,0,78,122,15,16,0,0,14,21,0,0,0,25,90,47,38,0,3,14,10,4,0,0,0,0,0,0,6,15,9,5,0,0,0,0,0,72,10,0,15,0,128,18,0,27,0,178,37,0,25,0,58,4,0,6,0,25,,0,7,0,178,28,0,26,0,27,7,0,5,0,206,32,0,35,0
431440705150134,629,73,0,50,0,300,36,0,27,0,329,37,0,23,0,244,31,0,16,0,104,140,12,19,0,0,7,9,0,0,,21,53,102,67,0,,8,10,11,0,0,0,0,0,0,4,,7,4,0,0,0,0,0,113,6,0,8,0,133,14,0,16,0,270,33,0,17,0,113,20,0,9,0,30,,0,3,0,270,34,0,24,0,43,,0,,0,286,35,0,22,0
431440705150135,466,47,0,74,0,211,22,0,33,0,255,25,0,41,0,187,26,0,31,0,66,121,9,17,0,0,19,12,0,0,4,22,97,51,13,0,,14,11,0,0,0,0,0,0,0,6,20,4,,0,0,0,0,0,121,8,0,14,0,119,13,0,29,0,206,26,0,30,0,20,0,0,,0,42,0,0,,0,169,22,0,31,0,42,5,0,10,0,213,20,0,31,0
431440705150136,30,0,0,0,0,8,0,0,0,0,22,0,0,0,0,16,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,0,0,0,0,20,0,0,0,0
431440705150137,515,55,0,54,0,234,30,0,31,0,281,25,0,23,0,201,19,0,29,0,80,121,6,13,0,0,12,17,0,0,0,10,29,69,93,0,0,,10,7,0,0,0,0,0,,4,6,10,8,0,0,0,0,0,56,9,0,11,0,103,6,0,16,0,198,30,0,19,0,158,10,0,8,0,16,,0,5,0,218,28,0,26,0,14,4,0,,0,267,21,0,22,0
431440705150138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431440705150139,424,163,0,124,0,201,84,0,55,0,223,79,0,69,0,151,53,0,49,0,43,108,19,34,0,0,20,29,0,0,4,20,31,58,38,,5,12,19,15,0,0,0,0,0,,6,13,15,14,0,0,0,0,0,82,28,0,35,0,113,42,0,28,0,167,67,0,42,0,62,26,0,19,0,23,9,0,7,0,178,75,0,48,0,26,8,0,11,0,197,71,0,58,0
431440705150140,36,,0,6,0,22,,0,4,0,14,0,0,,0,13,,0,5,0,7,6,,0,0,0,3,,0,0,0,0,3,7,3,0,0,0,,,0,0,0,0,0,0,0,3,,,0,0,0,0,0,7,0,0,0,0,5,0,0,,0,18,,0,4,0,6,,0,,0,3,0,0,0,0,19,,0,4,0,,0,0,0,0,12,0,0,,0
431440705150142,444,52,0,49,0,222,14,0,27,0,222,38,0,22,0,174,19,0,21,0,78,96,4,15,0,0,14,7,0,0,0,5,78,73,18,0,,7,10,,0,0,0,0,0,0,,10,8,,0,0,0,0,0,95,6,0,6,0,73,17,0,9,0,242,24,0,31,0,34,5,0,3,0,42,0,0,3,0,180,14,0,24,0,33,3,0,,0,189,35,0,21,0
431440705150143,307,65,0,49,,136,30,0,20,,171,35,0,29,,142,32,0,16,0,56,86,15,17,0,0,3,13,0,0,0,16,83,36,7,0,,18,10,,0,0,0,0,0,0,,6,7,,0,0,0,0,0,60,11,0,16,,110,20,0,12,,127,32,0,19,0,10,,0,,0,21,5,0,7,0,115,25,0,13,,23,5,0,5,,148,30,0,24,0
431440705150144,251,58,0,62,0,122,25,0,26,0,129,33,0,36,0,105,29,0,24,0,42,63,10,19,0,0,9,15,0,0,0,6,22,36,41,0,,8,5,15,0,0,0,0,0,0,,6,7,10,0,0,0,0,0,38,7,0,10,0,57,11,0,15,0,91,18,0,21,0,65,22,0,16,0,15,,0,,0,107,23,0,25,0,13,4,0,5,0,116,29,0,31,0
431440705150145,69,32,0,41,0,33,11,0,23,0,36,21,0,18,0,29,14,0,13,0,10,19,,13,0,0,4,9,0,0,0,3,8,13,5,0,,5,4,4,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,15,4,0,10,0,25,6,0,7,0,21,15,0,19,0,8,7,0,5,0,7,3,0,5,0,26,8,0,18,0,6,0,0,,0,30,21,0,17,0
431440705160001,266,6,,4,0,110,,,3,0,156,4,,,0,146,,,,0,56,90,,,,0,,0,0,0,,9,23,32,81,0,0,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,18,0,0,0,0,51,,0,,0,84,3,,,0,113,,,0,0,6,0,0,0,0,104,,,3,0,6,0,0,0,0,150,4,,,0
431440705160002,216,3,,13,0,82,,,5,0,134,,0,8,0,122,,0,7,0,33,89,0,,0,0,,5,0,0,0,9,14,24,75,0,0,0,0,,0,0,0,0,0,0,,3,,,0,0,0,0,0,12,0,0,,0,41,0,0,,0,58,,,6,0,105,,0,4,0,0,0,0,,0,82,,,4,0,4,0,0,0,0,130,,0,8,0
431440705160003,196,10,0,15,0,79,4,0,7,0,117,6,0,8,0,104,5,0,4,0,40,64,,3,0,0,,,0,0,,11,23,21,48,0,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,19,0,0,,0,43,6,0,7,0,67,3,0,7,0,67,,0,0,0,5,0,0,0,0,74,4,0,7,0,6,0,0,0,0,111,6,0,8,0
431440705160004,206,6,0,9,0,60,4,0,3,0,146,,0,6,0,120,,0,4,0,32,88,,0,0,0,,3,0,0,,9,10,24,76,0,0,,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,11,0,0,,0,38,4,0,,0,50,,0,6,0,107,,0,,0,,0,0,0,0,58,4,0,3,0,4,0,0,,0,142,,0,5,0
